txn_ID,Portfolio_Name,Strategy_ID,Date,Trans. Type,Share Name,NSE Code,Quantity,Price,Brokerage,Amount,Bal. Qty.,Broker Name,Buy Rate,Sell Rate,Buy Value,Sell Value,Dividend Payout
973,Portfolio5,10,18-08-2021,Dividend Payout,Sarda Energy,SARDAEN,0,0,0,21577.5,2877,,0,0,0,0,21577.5
974,Portfolio9,10,18-08-2021,Dividend Payout,Sarda Energy,SARDAEN,0,0,0,8250,1100,,0,0,0,0,8250
975,FakePortfolio,2,23-08-2021,Dividend Payout,Indiamart Intermesh,INDIAMART,0,0,0,10515,701,,0,0,0,0,10515
976,FakePortfolio,2,24-08-2021,Buy,Indian Metals & Ferro Alloys,IMFA,3300,671.5572,0,2216138.68,6117,Kotak,671.5572,0,2216138.68,0,0
977,FakePortfolio,2,24-08-2021,Buy,Shree Renuka Sugars,RENUKA,60000,23.73,0,1423950.9,157500,Kotak,23.73,0,1423950.9,0,0
978,FakePortfolio,2,25-08-2021,Buy,Varroc Engineering,VARROC,6700,299.8212,0,2008801.86,13700,Kotak,299.8212,0,2008801.86,0,0
979,Portfolio8,2,31-08-2021,Sell,Piramal Enterprises,PEL,100,2691.1278,0,269112.78,1180,MOTILAL,0,2691.1278,0,269112.78,0
980,Portfolio8,7,31-08-2021,Sell,National Aluminium,NATIONALUM,15500,90.3,0,1399654,81883,MOTILAL,0,90.3,0,1399654,0
981,FakePortfolio,7,02-09-2021,Sell,National Aluminium,NATIONALUM,18500,90.2989,0,1670530.32,0,,0,90.2989,0,1670530.32,0
982,Portfolio8,2,03-09-2021,Sell,Piramal Enterprises,PEL,1180,2691.13,0,3175530.83,0,MOTILAL,0,2691.13,0,3175530.83,0
983,Portfolio8,2,03-09-2021,Sell,Prakash Industries,PRAKASH,10000,74.8281,0,748280.57,33446,MOTILAL,0,74.8281,0,748280.57,0
984,FakePortfolio,2,07-09-2021,Dividend Payout,Parag Milk Foods,PARAGMILK,0,0,0,21800,43600,,0,0,0,0,21800
985,Portfolio2,6,16-09-2021,Dividend Payout,Housing & Urban Development Corporation,HUDCO,0,0,0,18221.48,12787,,0,0,0,0,18221.48
986,FakePortfolio,2,20-09-2021,Dividend Payout,SAIL,SAIL,0,0,0,68400,38000,,0,0,0,0,68400
987,Portfolio8,2,21-09-2021,Dividend Payout,PNC Infratech,PNCINFRA,0,0,0,6638.5,13277,,0,0,0,0,6638.5
988,Portfolio8,2,21-09-2021,Dividend Payout,Tourism Finance Corporation,TFCILTD,0,0,0,17878.4,22348,,0,0,0,0,17878.4
989,FakePortfolio,1,22-09-2021,Buy,Asian Paints,ASIANPAINT,900,3319.5479,0,2987593.09,900,Kotak,3319.5479,0,2987593.09,0,0
990,FakePortfolio,1,22-09-2021,Buy,Dabur India,DABUR,4005,651.54,0,2609417.7,7050,Kotak,651.54,0,2609417.7,0,0
991,FakePortfolio,1,22-09-2021,Buy,Dabur India,DABUR,595,651.54,0,387666.3,7645,Kotak,651.54,0,387666.3,0,0
992,FakePortfolio,1,22-09-2021,Buy,Marico Limited,MARICO,2250,565.7751,0,1272994.04,2250,Kotak,565.7751,0,1272994.04,0,0
993,FakePortfolio,2,22-09-2021,Dividend Payout,Dilip Buildcon,DBL,0,0,0,2000,2000,,0,0,0,0,2000
994,FakePortfolio,2,22-09-2021,Dividend Payout,Maithan Alloys,MAITHANALL,0,0,0,40680,6780,,0,0,0,0,40680
995,FakePortfolio,2,22-09-2021,Buy,Marico Limited,MARICO,3050,565.7751,0,1725614.14,8000,Kotak,565.7751,0,1725614.14,0,0
996,Portfolio8,2,22-09-2021,Dividend Payout,Dilip Buildcon,DBL,0,0,0,5000,5000,,0,0,0,0,5000
997,Portfolio2,7,23-09-2021,Dividend Payout,National Aluminium,NATIONALUM,0,0,0,4017,4017,,0,0,0,0,4017
998,Portfolio8,7,23-09-2021,Dividend Payout,National Aluminium,NATIONALUM,0,0,0,81883,81883,,0,0,0,0,81883
999,FakePortfolio,2,28-09-2021,Sell,Gail India,GAIL,13000,157.92,0,2053000.2,14030,Kotak,0,157.92,0,2053000.2,0
1000,FakePortfolio,1,01-10-2021,Buy,Asian Paints,ASIANPAINT,450,3178.61,0,1430375.73,1350,Kotak,3178.61,0,1430375.73,0,0
1001,FakePortfolio,2,04-10-2021,Buy,HDFC Limited,HDFC,730,2730.3609,0,1993163.45,4730,Kotak,2730.3609,0,1993163.45,0,0
1002,Portfolio8,2,04-10-2021,Sell,Prakash Industries,PRAKASH,18446,74.55,0,1375080.54,15000,MOTILAL,0,74.55,0,1375080.54,0
1003,FakePortfolio,2,05-10-2021,Buy,Tech Mahindra,TECHM,2000,1375.32,0,2750634.96,5570,Kotak,1375.32,0,2750634.96,0,0
1004,FakePortfolio,2,05-10-2021,Sell,Tech Mahindra,TECHM,900,1373.8131,0,1236431.8,4670,Kotak,0,1373.8131,0,1236431.8,0
1005,FakePortfolio,1,06-10-2021,Buy,Tata Consultancy Services,TCS,670,3781.51,0,2533610.99,1920,Kotak,3781.51,0,2533610.99,0,0
1006,FakePortfolio,3,06-10-2021,Buy,Syngene International,SYNGENE,19,621.3051,0,11804.8,2293,Kotak,621.3051,0,11804.8,0,0
1007,Portfolio8,2,06-10-2021,Sell,Dilip Buildcon,DBL,1300,718.4003,0,933920.35,3700,MOTILAL,0,718.4003,0,933920.35,0
1008,Portfolio8,2,06-10-2021,Sell,Prakash Industries,PRAKASH,15000,73.6321,0,1104480.92,0,MOTILAL,0,73.6321,0,1104480.92,0
1009,FakePortfolio,2,07-10-2021,*Split,Affle India,AFFLE,5845,1052.93,0,6154397.52,5845,,0,0,0,0,0
1010,Portfolio5,10,07-10-2021,Sell,Sarda Energy,SARDAEN,508,753.3278,0,382690.52,2369,MOTILAL,0,753.3278,0,382690.52,0
1011,FakePortfolio,1,08-10-2021,Buy,Asian Paints,ASIANPAINT,450,3314.5412,0,1491543.52,1800,Kotak,3314.5412,0,1491543.52,0,0
1012,FakePortfolio,1,08-10-2021,Buy,Dabur India,DABUR,2450,616.45,0,1510302.5,10095,Kotak,616.45,0,1510302.5,0,0
1013,FakePortfolio,1,08-10-2021,Buy,Marico Limited,MARICO,2700,564.7732,0,1524887.59,4950,Kotak,564.7732,0,1524887.59,0,0
1014,Portfolio5,10,08-10-2021,Sell,Sarda Energy,SARDAEN,2150,763.394,0,1641297,219,MOTILAL,0,763.394,0,1641297,0
1015,Portfolio2,10,11-10-2021,Sell,Jain Irrigation Systems Ltd-DVR,JISLDVREQS,4500,46.0406,0,207182.78,0,Kotak,0,46.0406,0,207182.78,0
1016,Portfolio2,10,11-10-2021,Sell,Prakash Industries,PRAKASH,11050,75.33,0,832425,0,Kotak,0,75.33,0,832425,0
1017,FakePortfolio,10,11-10-2021,Sell,Prakash Industries,PRAKASH,19000,74.94,0,1423949.93,0,Kotak,0,74.94,0,1423949.93,0
1018,Portfolio7,10,11-10-2021,Sell,Prakash Industries,PRAKASH,3000,74.8193,0,224458.01,0,IDBI Capital,0,74.8193,0,224458.01,0
1019,Portfolio11,10,11-10-2021,Sell,Jayaswal Neco,JAYNECOIND,6000,25.323,0,151937.89,0,Kotak,0,25.323,0,151937.89,0
1020,FakePortfolio,2,13-10-2021,Sell,Dilip Buildcon,DBL,2000,718.4003,0,1436800.54,0,Kotak,0,718.4003,0,1436800.54,0
1021,Portfolio8,2,13-10-2021,Sell,Olectra Greentech,OLECTRA,5000,513.8541,0,2569270.4,0,MOTILAL,0,513.8541,0,2569270.4,0
1022,FakePortfolio,1,14-10-2021,Dividend Payout,Tata Consultancy Services,TCS,0,0,0,13440,1920,,0,0,0,0,13440
1023,FakePortfolio,2,18-10-2021,Sell,Indian Oil Corporation,IOC,7000,136.0472,0,952330.22,0,Kotak,0,136.0472,0,952330.22,0
1024,FakePortfolio,2,20-10-2021,Buy,Balrampur Chini,BALRAMCHIN,4250,352.2,0,1497620,17300,Kotak,352.2,0,1497620,0,0
1025,Portfolio8,2,20-10-2021,Sell,Reliance Ind Partly Paid,RELIANCEPP,164,1847.9163,0,303058.27,0,MOTILAL,0,1847.9163,0,303058.27,0
1026,FakePortfolio,2,21-10-2021,Dividend Payout,HCL Technologies,HCLTECH,0,0,0,79920,7992,,0,0,0,0,79920
1027,Portfolio8,2,21-10-2021,Dividend Payout,HCL Technologies,HCLTECH,0,0,0,48000,2400,,0,0,0,0,48000
1028,Portfolio3,6,25-10-2021,Sell,Bharat Road Network,BRNL,73,28.3674,0,2070.82,0,IDBI Capital,0,28.3674,0,2070.82,0
1029,Portfolio1,2,26-10-2021,Dividend Payout,Infosys,INFY,0,0,0,22500,1500,,0,0,0,0,22500
1030,FakePortfolio,2,26-10-2021,Dividend Payout,Infosys,INFY,0,0,0,102255,6817,,0,0,0,0,102255
1031,FakePortfolio,1,28-10-2021,Dividend Payout,Asian Paints,ASIANPAINT,0,0,0,6570,1800,,0,0,0,0,6570
1032,FakePortfolio,2,28-10-2021,Buy,Bharti Airtel Partly Paidup,BHARTIARTLPP,678,133.75,0,90682.5,678,Kotak,133.75,0,90682.5,0,0
1033,Portfolio4,10,02-11-2021,Sell,Sarda Energy,SARDAEN,1300,880.4517,0,1144587.23,0,Anand Rathi,0,880.4517,0,1144587.23,0
1034,FakePortfolio,1,02-11-2021,Buy,Tata Consultancy Services,TCS,430,3488.2538,0,1499949.14,2350,Kotak,3488.2538,0,1499949.14,0,0
1035,FakePortfolio,2,02-11-2021,Buy,HCL Technologies,HCLTECH,1275,1182.1972,0,1507301.41,9267,Kotak,1182.1972,0,1507301.41,0,0
1036,FakePortfolio,2,02-11-2021,Dividend Payout,Tech Mahindra,TECHM,0,0,0,70050,4670,,0,0,0,0,70050
1037,Portfolio5,10,02-11-2021,Sell,Sarda Energy,SARDAEN,219,880.4517,0,192818.93,0,MOTILAL,0,880.4517,0,192818.93,0
1038,Portfolio8,2,02-11-2021,Dividend Payout,Tech Mahindra,TECHM,0,0,0,75000,5000,,0,0,0,0,75000
1039,FakePortfolio,2,04-11-2021,Buy,ICICI Bank,ICICIBANK,3800,789.0322,0,2998322.42,12740,Kotak,789.0322,0,2998322.42,0,0
1040,FakePortfolio,2,04-11-2021,Sell,Reliance Ind Partly Paid,RELIANCEPP,52,1849.4093,0,96169.28,0,Kotak,0,1849.4093,0,96169.28,0
1041,Portfolio8,2,04-11-2021,Sell,Dilip Buildcon,DBL,1600,476.9221,0,763075.35,2100,MOTILAL,0,476.9221,0,763075.35,0
1042,FakePortfolio,1,08-11-2021,Dividend Payout,Marico Limited,MARICO,0,0,0,14850,4950,,0,0,0,0,14850
1043,FakePortfolio,2,08-11-2021,Dividend Payout,Indian Metals & Ferro Alloys,IMFA,0,0,0,30585,6117,,0,0,0,0,30585
1044,FakePortfolio,2,08-11-2021,Dividend Payout,Marico Limited,MARICO,0,0,0,24000,8000,,0,0,0,0,24000
1045,Portfolio9,10,08-11-2021,Sell,Sarda Energy,SARDAEN,1100,222.666,0,244932.6,0,IDBI Capital,0,222.666,0,244932.6,0
1046,FakePortfolio,2,09-11-2021,Buy,FSN E-Commerce Ventures,FSN_ECOM,2421,1125,0,2723625,2421,Kotak,1125,0,2723625,0,0
1047,FakePortfolio,2,09-11-2021,Dividend Payout,SAIL,SAIL,0,0,0,152000,38000,,0,0,0,0,152000
1048,FakePortfolio,2,10-11-2021,Sell,FSN E-Commerce Ventures,FSN_ECOM,2421,2205.0899,0,5338522.61,0,Kotak,0,2205.0899,0,5338522.61,0
1049,FakePortfolio,1,11-11-2021,Dividend Payout,Dabur India,DABUR,0,0,0,25237.5,10095,,0,0,0,0,25237.5
1050,Portfolio8,2,11-11-2021,Dividend Payout,Dabur India,DABUR,0,0,0,8750,3500,,0,0,0,0,8750
1051,Portfolio2,7,24-11-2021,Dividend Payout,National Aluminium,NATIONALUM,0,0,0,8034,4017,,0,0,0,0,8034
1052,FakePortfolio,2,24-11-2021,Dividend Payout,Granules India,GRANULES,0,0,0,6932.5,27730,,0,0,0,0,6932.5
1053,Portfolio8,2,24-11-2021,Dividend Payout,Granules India,GRANULES,0,0,0,60.25,241,,0,0,0,0,60.25
1054,Portfolio8,7,24-11-2021,Dividend Payout,National Aluminium,NATIONALUM,0,0,0,163766,81883,,0,0,0,0,163766
1055,FakePortfolio,2,01-12-2021,Buy,CreditAccess Grameen,CREDITACC,5650,536.02,0,3028514.07,5650,Kotak,536.02,0,3028514.07,0,0
1056,FakePortfolio,2,01-12-2021,Buy,ICICI Bank,ICICIBANK,2800,716.6959,0,2006748.58,15540,Kotak,716.6959,0,2006748.58,0,0
1057,FakePortfolio,2,01-12-2021,Buy,Maithan Alloys,MAITHANALL,2150,950.9619,0,2044567.99,8930,Kotak,950.9619,0,2044567.99,0,0
1058,FakePortfolio,2,03-12-2021,Buy,Balrampur Chini,BALRAMCHIN,6250,324.6185,0,2028865.91,23550,Kotak,324.6185,0,2028865.91,0,0
1059,FakePortfolio,2,08-12-2021,Buy,C.E. Info Systems,CEINFO,917,1033,0,947261,917,Kotak,1033,0,947261,0,0
1060,FakePortfolio,2,08-12-2021,Buy,ICICI Bank,ICICIBANK,1030,746.619,0,769017.56,16570,Kotak,746.619,0,769017.56,0,0
1061,FakePortfolio,2,08-12-2021,Sell,ICICI Bank,ICICIBANK,1030,750.325,0,772834.79,15540,Kotak,0,750.325,0,772834.79,0
1062,FakePortfolio,3,08-12-2021,Buy,ICICI Bank,ICICIBANK,1350,747.77,0,1009489.5,1350,Kotak,747.77,0,1009489.5,0,0
1063,FakePortfolio,3,08-12-2021,Sell,Whirlpool of India,WHIRLPOOL,710,1897.03,0,1346892.02,701,Kotak,0,1897.03,0,1346892.02,0
1064,FakePortfolio,2,10-12-2021,Buy,SBI Cards & Payment Services,SBICARD,2700,925.0673,0,2497681.81,4300,Kotak,925.0673,0,2497681.81,0,0
1065,FakePortfolio,2,15-12-2021,Buy,Rategain Travel Technologies,RATEINVEST,28260,425,0,12010500,28260,Kotak,425,0,12010500,0,0
1066,FakePortfolio,1,16-12-2021,Buy,Tata Consultancy Services,TCS,700,3593.504,0,2515452.78,3050,Kotak,3593.504,0,2515452.78,0,0
1067,FakePortfolio,2,16-12-2021,Buy,Indiabulls Real Estate,IBREALEST,11800,169.2319,0,1996936.1,65400,Kotak,169.2319,0,1996936.1,0,0
1068,FakePortfolio,2,20-12-2021,Buy,CreditAccess Grameen,CREDITACC,3225,625.5432,0,2017376.66,8875,Kotak,625.5432,0,2017376.66,0,0
1069,FakePortfolio,2,20-12-2021,Buy,Maithan Alloys,MAITHANALL,1167,945.9008,0,1103866.29,10097,Kotak,945.9008,0,1103866.29,0,0
1070,FakePortfolio,2,22-12-2021,Buy,Data Patterns (India),DATAPATTERN,3383,585,0,1979055,3383,Kotak,585,0,1979055,0,0
1071,FakePortfolio,2,24-12-2021,Buy,Supriya Lifescience,SUPREMEENG,11374,274,0,3116476,11374,Kotak,274,0,3116476,0,0
1072,FakePortfolio,2,27-12-2021,Sell,C.E. Info Systems,CEINFO,917,1481.7003,0,1358719.16,0,Kotak,0,1481.7003,0,1358719.16,0
1073,FakePortfolio,2,28-12-2021,Sell,Supriya Lifescience,SUPREMEENG,11374,402.3861,0,4576739.04,0,Kotak,0,402.3861,0,4576739.04,0
1074,FakePortfolio,2,29-12-2021,Sell,Data Patterns (India),DATAPATTERN,3383,783.2557,0,2649754.19,0,Kotak,0,783.2557,0,2649754.19,0
1075,FakePortfolio,1,30-12-2021,Buy,Ujjivan Financial Services,UJJIVAN,13500,133.26,0,1798946.71,26668,MOTILAL,133.26,0,1798946.71,0,0
1076,FakePortfolio,7,30-12-2021,Buy,National Aluminium,NATIONALUM,81883,97.72,0,8001973.89,81883,MOTILAL,97.72,0,8001973.89,0,0
1077,FakePortfolio,7,30-12-2021,Buy,Ugro Capital,UGROCAP,75000,199.35,0,14951545.3,75000,MOTILAL,199.35,0,14951545.3,0,0
1078,FakePortfolio,2,30-12-2021,Buy,Dilip Buildcon,DBL,3700,478.5496,0,1770633.5,3700,MOTILAL,478.5496,0,1770633.5,0,0
1079,FakePortfolio,2,30-12-2021,Buy,Gail India,GAIL,3000,127.923,0,383768.87,17030,MOTILAL,127.923,0,383768.87,0,0
1080,FakePortfolio,2,30-12-2021,Dividend Payout,Gail India,GAIL,0,0,0,56120,17030,,0,0,0,0,56120
1081,FakePortfolio,2,30-12-2021,Buy,Granules India,GRANULES,241,339.5388,0,81828.86,27971,MOTILAL,339.5388,0,81828.86,0,0
1082,FakePortfolio,2,30-12-2021,Buy,HDFC Bank,HDFCBANK,4000,1467.59,0,5870360,9000,Motilal Oswal,1467.59,0,5870360,0,0
1083,FakePortfolio,2,30-12-2021,Buy,ITC Limited,ITC,5000,216.08,0,1080400,5000,Motilal Oswal,216.08,0,1080400,0,0
1084,FakePortfolio,2,30-12-2021,Buy,Jindal Saw,JINDALSAW,28550,98.4742,0,2811438.74,28550,MOTILAL,98.4742,0,2811438.74,0,0
1085,FakePortfolio,2,30-12-2021,Buy,KEC International,KEC,11249,480.95,0,5410179.86,13199,MOTILAL,480.95,0,5410179.86,0,0
1086,FakePortfolio,2,30-12-2021,Buy,PNC Infratech,PNCINFRA,13277,261.25,0,3468628.69,13277,MOTILAL,261.25,0,3468628.69,0,0
1087,FakePortfolio,2,30-12-2021,Buy,RBL Bank,RBLBANK,12250,131.9381,0,1616241.27,13850,MOTILAL,131.9381,0,1616241.27,0,0
1088,FakePortfolio,2,30-12-2021,Buy,Tourism Finance Corporation,TFCILTD,22348,57.8021,0,1291760.9,22348,MOTILAL,57.8021,0,1291760.9,0,0
1089,Portfolio8,2,30-12-2021,Sell,Dilip Buildcon,DBL,2100,476.92,0,1001532,0,,0,476.92,0,1001532,0
1090,Portfolio8,2,30-12-2021,Dividend Payout,Gail India,GAIL,0,0,0,24000,6000,,0,0,0,0,24000
1091,Portfolio8,2,30-12-2021,Sell,HCL Technologies,HCLTECH,1200,1315.05,0,1578060,1200,Motilal Oswal,0,1315.05,0,1578060,0
1092,Portfolio8,2,30-12-2021,Sell,HDFC Bank,HDFCBANK,4000,1464.77,0,5859080,-1600,Motilal Oswal,0,1464.77,0,5859080,0
1093,Portfolio8,2,30-12-2021,Sell,Jindal Saw,JINDALSAW,28550,98.14,0,2801897,0,Motilal Oswal,0,98.14,0,2801897,0
1094,Portfolio8,2,30-12-2021,Sell,KEC International,KEC,11249,479.31,0,5391758.19,0,Motilal Oswal,0,479.31,0,5391758.19,0
1095,Portfolio8,2,30-12-2021,Sell,PNC Infratech,PNCINFRA,13277,260.29,0,3455870.33,0,Motilal Oswal,0,260.29,0,3455870.33,0
1096,Portfolio8,2,30-12-2021,Sell,RBL Bank,RBLBANK,12250,131.48,0,1610630,0,Motilal Oswal,0,131.48,0,1610630,0
1097,Portfolio8,2,30-12-2021,Sell,Tourism Finance Corporation,TFCILTD,22348,57.61,0,1287468.28,0,Motilal Oswal,0,57.61,0,1287468.28,0
1098,Portfolio8,1,30-12-2021,Sell,Ujjivan Financial Services,UJJIVAN,13500,132.79,0,1792625.64,0,MOTILAL,0,132.79,0,1792625.64,0
1099,Portfolio8,7,30-12-2021,Sell,National Aluminium,NATIONALUM,81883,97.39,0,7974597.62,0,MOTILAL,0,97.39,0,7974597.62,0
1100,Portfolio8,7,30-12-2021,Sell,Ugro Capital,UGROCAP,75000,198.68,0,14900693.07,125022,MOTILAL,0,198.68,0,14900693.07,0
1101,Portfolio8,2,31-12-2021,Sell,ITC Limited,ITC,5000,215.35,0,1076750,0,Motilal Oswal,0,215.35,0,1076750,0
1102,Portfolio8,7,03-01-2022,Sell,Ugro Capital,UGROCAP,2,185.5127,0,371.03,125020,MOTILAL,0,185.5127,0,371.03,0
1103,FakePortfolio,7,04-01-2022,Buy,Ugro Capital,UGROCAP,125022,200.86,0,25111358.6,200022,MOTILAL,200.86,0,25111358.6,0,0
1104,Portfolio8,2,04-01-2022,Sell,Gail India,GAIL,3000,132.48,0,397440,3000,MOTILAL,0,132.48,0,397440,0
1105,Portfolio8,2,04-01-2022,Sell,Gail India,GAIL,3000,132.48,0,397440,0,Motilal Oswal,0,132.48,0,397440,0
1106,Portfolio8,1,04-01-2022,Sell,Whirlpool of India,WHIRLPOOL,1100,1576.5023,0,1734152.56,1146,MOTILAL,0,1576.5023,0,1734152.56,0
1107,Portfolio8,7,04-01-2022,Sell,Ugro Capital,UGROCAP,125020,200.17,0,25025798.37,0,MOTILAL,0,200.17,0,25025798.37,0
1108,FakePortfolio,2,06-01-2022,Sell,Varroc Engineering,VARROC,6700,364.423,0,2441633.81,7000,Kotak,0,364.423,0,2441633.81,0
1109,FakePortfolio,2,07-01-2022,Bonus,Indian Metals & Ferro Alloys,IMFA,6117,0,0,0,12234,,0,0,0,0,0
1110,FakePortfolio,2,10-01-2022,Sell,Rategain Travel Technologies,RATEINVEST,9050,415.0757,0,3756434.98,19210,Kotak,0,415.0757,0,3756434.98,0
1111,FakePortfolio,2,17-01-2022,Sell,Varroc Engineering,VARROC,7000,438.05,0,3066371.05,0,Kotak,0,438.05,0,3066371.05,0
1112,FakePortfolio,2,18-01-2022,Buy,CreditAccess Grameen,CREDITACC,4200,594.07,0,2495088.41,13075,Kotak,594.07,0,2495088.41,0,0
1113,FakePortfolio,2,18-01-2022,Buy,Gail India,GAIL,3000,132.939,0,398817.12,20030,MOTILAL,132.939,0,398817.12,0,0
1114,FakePortfolio,2,18-01-2022,Sell,Rategain Travel Technologies,RATEINVEST,6500,470.4701,0,3058055.55,12710,Kotak,0,470.4701,0,3058055.55,0
1115,FakePortfolio,1,19-01-2022,Dividend Payout,Tata Consultancy Services,TCS,0,0,0,21350,3050,,0,0,0,0,21350
1116,FakePortfolio,2,20-01-2022,Dividend Payout,HCL Technologies,HCLTECH,0,0,0,92670,9267,,0,0,0,0,92670
1117,FakePortfolio,2,20-01-2022,Sell,Rategain Travel Technologies,RATEINVEST,7000,495.4869,0,3468408.14,5710,Kotak,0,495.4869,0,3468408.14,0
1118,Portfolio8,2,20-01-2022,Dividend Payout,HCL Technologies,HCLTECH,0,0,0,36000,1200,,0,0,0,0,36000
1119,FakePortfolio,2,21-01-2022,Sell,Goldiam International,GOLDIAM,1500,997.54,0,1496310,1093,Kotak,0,997.54,0,1496310,0
1120,FakePortfolio,2,21-01-2022,Buy,Infosys,INFY,1400,1789.13,0,2504782,8217,Kotak,1789.13,0,2504782,0,0
1121,FakePortfolio,2,25-01-2022,Buy,Indiamart Intermesh,INDIAMART,400,5009.6089,0,2003843.55,1101,Kotak,5009.6089,0,2003843.55,0,0
1122,FakePortfolio,2,25-01-2022,Sell,KEC International,KEC,4349,498.75,0,2169063.75,8850,MOTILAL,0,498.75,0,2169063.75,0
1123,FakePortfolio,2,25-01-2022,Sell,KEC International,KEC,1950,498.8386,0,972735.36,6900,Kotak,0,498.8386,0,972735.36,0
1124,FakePortfolio,1,31-01-2022,Buy,Asian Paints,ASIANPAINT,800,3151.0573,0,2520845.82,2600,Kotak,3151.0573,0,2520845.82,0,0
1125,FakePortfolio,2,31-01-2022,Buy,Infosys,INFY,850,1744.67,0,1482969.5,9067,Kotak,1744.67,0,1482969.5,0,0
1126,FakePortfolio,2,31-01-2022,Buy,Onward Technologies,ONWARDTEC,2475,354.72,0,877937.36,15116,Kotak,354.72,0,877937.36,0,0
1127,FakePortfolio,2,03-02-2022,Buy,Tech Mahindra,TECHM,1000,1463.463,0,1463463.02,5670,Kotak,1463.463,0,1463463.02,0,0
1128,FakePortfolio,1,04-02-2022,Dividend Payout,Marico Limited,MARICO,0,0,0,30937.5,4950,,0,0,0,0,30937.5
1129,FakePortfolio,2,04-02-2022,Dividend Payout,Marico Limited,MARICO,0,0,0,50000,8000,,0,0,0,0,50000
1130,FakePortfolio,1,07-02-2022,Sell,Ujjivan Financial Services,UJJIVAN,6756,119.88,0,809885.17,19912,Kotak,0,119.88,0,809885.17,0
1131,FakePortfolio,3,07-02-2022,Buy,ICICI Bank,ICICIBANK,624,793.93,0,495412.32,1974,Kotak,793.93,0,495412.32,0,0
1132,FakePortfolio,3,07-02-2022,Buy,Marico Limited,MARICO,457,513.7954,0,234804.49,457,Kotak,513.7954,0,234804.49,0,0
1133,FakePortfolio,3,07-02-2022,Buy,Syngene International,SYNGENE,322,571.3417,0,183972.01,2615,Kotak,571.3417,0,183972.01,0,0
1134,FakePortfolio,4,07-02-2022,Buy,Kirloskar Ferrous,KIRLFER,9300,215.2692,0,2002003.94,9300,Kotak,215.2692,0,2002003.94,0,0
1135,FakePortfolio,4,07-02-2022,Buy,Tata Metaliks,TATAMETALI,3600,831.7274,0,2994218.62,3600,Kotak,831.7274,0,2994218.62,0,0
1136,FakePortfolio,2,08-02-2022,Sell,Borosil,BOROSIL,2650,658.57,0,1745201.97,10635,Kotak,0,658.57,0,1745201.97,0
1137,FakePortfolio,2,09-02-2022,Sell,Greenlam Industries,GREENLAM,1786,1811.801,0,3235876.55,1464,Kotak,0,1811.801,0,3235876.55,0
1138,FakePortfolio,2,09-02-2022,Sell,KEC International,KEC,6900,508.08,0,3505752,0,MOTILAL,0,508.08,0,3505752,0
1139,FakePortfolio,2,10-02-2022,*Split,Greenlam Industries,GREENLAM,7320,55.34,0,405103.44,7320,,0,0,0,0,0
1140,FakePortfolio,2,11-02-2022,Dividend Payout,Balrampur Chini,BALRAMCHIN,0,0,0,58875,23550,,0,0,0,0,58875
1141,FakePortfolio,2,11-02-2022,Sell,Greenlam Industries,GREENLAM,1464,365.0006,0,534360.88,5856,Kotak,0,365.0006,0,534360.88,0
1142,FakePortfolio,2,14-02-2022,Dividend Payout,ITC Limited,ITC,0,0,0,26250,5000,,0,0,0,0,26250
1143,FakePortfolio,2,14-02-2022,Buy,Onward Technologies,ONWARDTEC,5900,340.8065,0,2010758.19,21016,Kotak,340.8065,0,2010758.19,0,0
1144,Portfolio2,7,17-02-2022,Dividend Payout,National Aluminium,NATIONALUM,0,0,0,12051,4017,,0,0,0,0,12051
1145,FakePortfolio,7,17-02-2022,Dividend Payout,National Aluminium,NATIONALUM,0,0,0,245649,81883,,0,0,0,0,245649
1146,FakePortfolio,2,17-02-2022,Dividend Payout,Granules India,GRANULES,0,0,0,6992.75,27971,,0,0,0,0,6992.75
1147,Portfolio8,2,17-02-2022,Dividend Payout,Granules India,GRANULES,0,0,0,60.25,241,,0,0,0,0,60.25
1148,FakePortfolio,2,22-02-2022,Buy,Best Agrolife,BESTAGRO,3350,896.11,0,3001968.5,3350,Kotak,896.11,0,3001968.5,0,0
1149,FakePortfolio,2,22-02-2022,Buy,HCL Technologies,HCLTECH,1300,1144.7087,0,1488121.37,10567,Kotak,1144.7087,0,1488121.37,0,0
1150,FakePortfolio,2,22-02-2022,Buy,Tech Mahindra,TECHM,1775,1398.3088,0,2481998.2,7445,Kotak,1398.3088,0,2481998.2,0,0
1151,FakePortfolio,4,22-02-2022,Buy,FSN E-Commerce Ventures,FSN_ECOM,3750,1326.8,0,4975483.98,3750,Kotak,1326.8,0,4975483.98,0,0
1152,FakePortfolio,1,23-02-2022,Buy,Tata Consultancy Services,TCS,233,3579.0716,0,833923.68,3283,Kotak,3579.0716,0,833923.68,0,0
1153,FakePortfolio,3,23-02-2022,Buy,Tata Consultancy Services,TCS,47,3579.0716,0,168216.36,47,Kotak,3579.0716,0,168216.36,0,0
1154,FakePortfolio,7,24-02-2022,Buy,National Aluminium,NATIONALUM,21700,113.155,0,2455464.09,103583,,113.155,0,2455464.09,0,0
1155,FakePortfolio,2,24-02-2022,Buy,Bharti Airtel,BHARTIARTL,3700,675.926,0,2500926.38,13200,Kotak,675.926,0,2500926.38,0,0
1156,FakePortfolio,2,24-02-2022,Buy,ICICI Bank,ICICIBANK,3450,723.7126,0,2496808.39,18990,Kotak,723.7126,0,2496808.39,0,0
